Region,Codigo region,Poblacion,fecha,numero
Biobío,08,1663696,2021-06-14,7125
Araucanía,09,1014343,2021-06-14,3141
Los Ríos,14,405835,2021-06-14,1198
Los Lagos,10,891440,2021-06-14,4573
Aysén,11,107297,2021-06-14,669
Magallanes,12,178362,2021-06-14,477
Arica y Parinacota,15,252110,2021-06-15,906
Tarapacá,01,382773,2021-06-15,1357
Antofagasta,02,691854,2021-06-15,4086
Atacama,03,314709,2021-06-15,1559
Coquimbo,04,836096,2021-06-15,2580
Valparaíso,05,1960170,2021-06-15,4108
Metropolitana,13,8125072,2021-06-15,16700
O’Higgins,06,991063,2021-06-15,2077
Maule,07,1131939,2021-06-15,2164
Ñuble,16,511551,2021-06-15,977
Biobío,08,1663696,2021-06-15,4240
Araucanía,09,1014343,2021-06-15,1542
Los Ríos,14,405835,2021-06-15,1199
Los Lagos,10,891440,2021-06-15,2024
Aysén,11,107297,2021-06-15,457
Magallanes,12,178362,2021-06-15,259
Arica y Parinacota,15,252110,2021-06-16,835
Tarapacá,01,382773,2021-06-16,587
Antofagasta,02,691854,2021-06-16,1100
Atacama,03,314709,2021-06-16,1853
Coquimbo,04,836096,2021-06-16,867
Valparaíso,05,1960170,2021-06-16,4137
Metropolitana,13,8125072,2021-06-16,14021
O’Higgins,06,991063,2021-06-16,1034
Maule,07,1131939,2021-06-16,1102
Ñuble,16,511551,2021-06-16,622
Biobío,08,1663696,2021-06-16,3697
Araucanía,09,1014343,2021-06-16,914
Los Ríos,14,405835,2021-06-16,788
Los Lagos,10,891440,2021-06-16,2062
Aysén,11,107297,2021-06-16,455
Magallanes,12,178362,2021-06-16,358
Arica y Parinacota,15,252110,2021-06-17,1612
Tarapacá,01,382773,2021-06-17,2169
Antofagasta,02,691854,2021-06-17,3457
Atacama,03,314709,2021-06-17,806
Coquimbo,04,836096,2021-06-17,2986
Valparaíso,05,1960170,2021-06-17,7734
Metropolitana,13,8125072,2021-06-17,27636
O’Higgins,06,991063,2021-06-17,2881
Maule,07,1131939,2021-06-17,4344
Ñuble,16,511551,2021-06-17,1790
Biobío,08,1663696,2021-06-17,8295
Araucanía,09,1014343,2021-06-17,3118
Los Ríos,14,405835,2021-06-17,2329
Los Lagos,10,891440,2021-06-17,5409
Aysén,11,107297,2021-06-17,637
Magallanes,12,178362,2021-06-17,470
Arica y Parinacota,15,252110,2021-06-18,1292
Tarapacá,01,382773,2021-06-18,1290
Antofagasta,02,691854,2021-06-18,2217
Atacama,03,314709,2021-06-18,1453
Coquimbo,04,836096,2021-06-18,2844
Valparaíso,05,1960170,2021-06-18,7946
Metropolitana,13,8125072,2021-06-18,27030
O’Higgins,06,991063,2021-06-18,3686
Maule,07,1131939,2021-06-18,4384
Ñuble,16,511551,2021-06-18,1747
Biobío,08,1663696,2021-06-18,8003
Araucanía,09,1014343,2021-06-18,3434
Los Ríos,14,405835,2021-06-18,2545
Los Lagos,10,891440,2021-06-18,4782
Aysén,11,107297,2021-06-18,708
Magallanes,12,178362,2021-06-18,938
Arica y Parinacota,15,252110,2021-06-19,1282
Tarapacá,01,382773,2021-06-19,1361
Antofagasta,02,691854,2021-06-19,2879
Atacama,03,314709,2021-06-19,1459
Coquimbo,04,836096,2021-06-19,2641
Valparaíso,05,1960170,2021-06-19,6037
Metropolitana,13,8125072,2021-06-19,25012
O’Higgins,06,991063,2021-06-19,3365
Maule,07,1131939,2021-06-19,4753
Ñuble,16,511551,2021-06-19,2411
Biobío,08,1663696,2021-06-19,7625
Araucanía,09,1014343,2021-06-19,3639
Los Ríos,14,405835,2021-06-19,2301
Los Lagos,10,891440,2021-06-19,4787
Aysén,11,107297,2021-06-19,749
Magallanes,12,178362,2021-06-19,601
Arica y Parinacota,15,252110,2021-06-20,1044
Tarapacá,01,382773,2021-06-20,1379
Antofagasta,02,691854,2021-06-20,2871
Atacama,03,314709,2021-06-20,1236
Coquimbo,04,836096,2021-06-20,2902
Valparaíso,05,1960170,2021-06-20,7165
Metropolitana,13,8125072,2021-06-20,21525
O’Higgins,06,991063,2021-06-20,3751
Maule,07,1131939,2021-06-20,4377
Ñuble,16,511551,2021-06-20,1839
Biobío,08,1663696,2021-06-20,7887
Araucanía,09,1014343,2021-06-20,3135
Los Ríos,14,405835,2021-06-20,1931
Los Lagos,10,891440,2021-06-20,4552
Aysén,11,107297,2021-06-20,763
Magallanes,12,178362,2021-06-20,813
Arica y Parinacota,15,252110,2021-06-21,858
Tarapacá,01,382773,2021-06-21,2163
Antofagasta,02,691854,2021-06-21,5502
Atacama,03,314709,2021-06-21,1485
Coquimbo,04,836096,2021-06-21,3513
Valparaíso,05,1960170,2021-06-21,7064
Metropolitana,13,8125072,2021-06-21,26272
O’Higgins,06,991063,2021-06-21,2712
Maule,07,1131939,2021-06-21,4103
Ñuble,16,511551,2021-06-21,2194
Biobío,08,1663696,2021-06-21,6287
Araucanía,09,1014343,2021-06-21,3259
Los Ríos,14,405835,2021-06-21,1545
Los Lagos,10,891440,2021-06-21,3777
Aysén,11,107297,2021-06-21,669
Magallanes,12,178362,2021-06-21,1076
Arica y Parinacota,15,252110,2021-06-22,639
Tarapacá,01,382773,2021-06-22,1241
Antofagasta,02,691854,2021-06-22,4244
Atacama,03,314709,2021-06-22,1030
Coquimbo,04,836096,2021-06-22,1721
Valparaíso,05,1960170,2021-06-22,3035
Metropolitana,13,8125072,2021-06-22,13746
O’Higgins,06,991063,2021-06-22,1308
Maule,07,1131939,2021-06-22,1731
Ñuble,16,511551,2021-06-22,1407
Biobío,08,1663696,2021-06-22,3208
Araucanía,09,1014343,2021-06-22,1866
Los Ríos,14,405835,2021-06-22,873
Los Lagos,10,891440,2021-06-22,2067
Aysén,11,107297,2021-06-22,252
Magallanes,12,178362,2021-06-22,245
Arica y Parinacota,15,252110,2021-06-23,757
Tarapacá,01,382773,2021-06-23,1229
Antofagasta,02,691854,2021-06-23,913
Atacama,03,314709,2021-06-23,622
Coquimbo,04,836096,2021-06-23,1155
Valparaíso,05,1960170,2021-06-23,2004
Metropolitana,13,8125072,2021-06-23,9306
O’Higgins,06,991063,2021-06-23,1100
Maule,07,1131939,2021-06-23,1056
Ñuble,16,511551,2021-06-23,496
Biobío,08,1663696,2021-06-23,2650
Araucanía,09,1014343,2021-06-23,769
Los Ríos,14,405835,2021-06-23,554
Los Lagos,10,891440,2021-06-23,1067
Aysén,11,107297,2021-06-23,87
Magallanes,12,178362,2021-06-23,302
Arica y Parinacota,15,252110,2021-06-24,848
Tarapacá,01,382773,2021-06-24,1121
Antofagasta,02,691854,2021-06-24,2496
Atacama,03,314709,2021-06-24,752
Coquimbo,04,836096,2021-06-24,988
Valparaíso,05,1960170,2021-06-24,3272
Metropolitana,13,8125072,2021-06-24,11907
O’Higgins,06,991063,2021-06-24,884
Maule,07,1131939,2021-06-24,1511
Ñuble,16,511551,2021-06-24,784
Biobío,08,1663696,2021-06-24,5721
Araucanía,09,1014343,2021-06-24,1590
Los Ríos,14,405835,2021-06-24,882
Los Lagos,10,891440,2021-06-24,1997
Aysén,11,107297,2021-06-24,381
Magallanes,12,178362,2021-06-24,293
Arica y Parinacota,15,252110,2021-06-25,1344
Tarapacá,01,382773,2021-06-25,1368
Antofagasta,02,691854,2021-06-25,2505
Atacama,03,314709,2021-06-25,1894
Coquimbo,04,836096,2021-06-25,2701
Valparaíso,05,1960170,2021-06-25,6878
Metropolitana,13,8125072,2021-06-25,22067
O’Higgins,06,991063,2021-06-25,3110
Maule,07,1131939,2021-06-25,3816
Ñuble,16,511551,2021-06-25,1768
Biobío,08,1663696,2021-06-25,8380
Araucanía,09,1014343,2021-06-25,3231
Los Ríos,14,405835,2021-06-25,2618
Los Lagos,10,891440,2021-06-25,5249
Aysén,11,107297,2021-06-25,750
Magallanes,12,178362,2021-06-25,1006
Arica y Parinacota,15,252110,2021-06-26,1210
Tarapacá,01,382773,2021-06-26,1156
Antofagasta,02,691854,2021-06-26,2290
Atacama,03,314709,2021-06-26,1497
Coquimbo,04,836096,2021-06-26,2605
Valparaíso,05,1960170,2021-06-26,6477
Metropolitana,13,8125072,2021-06-26,23450
O’Higgins,06,991063,2021-06-26,2916
Maule,07,1131939,2021-06-26,4529
Ñuble,16,511551,2021-06-26,1670
Biobío,08,1663696,2021-06-26,7254
Araucanía,09,1014343,2021-06-26,3344
Los Ríos,14,405835,2021-06-26,2500
Los Lagos,10,891440,2021-06-26,5411
Aysén,11,107297,2021-06-26,532
Magallanes,12,178362,2021-06-26,778
Arica y Parinacota,15,252110,2021-06-27,1089
Tarapacá,01,382773,2021-06-27,1468
Antofagasta,02,691854,2021-06-27,2440
Atacama,03,314709,2021-06-27,1378
Coquimbo,04,836096,2021-06-27,2609
Valparaíso,05,1960170,2021-06-27,6886
Metropolitana,13,8125072,2021-06-27,22387
O’Higgins,06,991063,2021-06-27,3277
Maule,07,1131939,2021-06-27,4984
Ñuble,16,511551,2021-06-27,1854
Biobío,08,1663696,2021-06-27,7051
Araucanía,09,1014343,2021-06-27,3245
Los Ríos,14,405835,2021-06-27,2319
Los Lagos,10,891440,2021-06-27,4804
Aysén,11,107297,2021-06-27,722
Magallanes,12,178362,2021-06-27,893
Arica y Parinacota,15,252110,2021-06-28,1669
Tarapacá,01,382773,2021-06-28,2306
Antofagasta,02,691854,2021-06-28,4993
Atacama,03,314709,2021-06-28,1405
Coquimbo,04,836096,2021-06-28,2963
Valparaíso,05,1960170,2021-06-28,5275
Metropolitana,13,8125072,2021-06-28,20678
O’Higgins,06,991063,2021-06-28,2467
Maule,07,1131939,2021-06-28,4690
Ñuble,16,511551,2021-06-28,1393
Biobío,08,1663696,2021-06-28,7959
Araucanía,09,1014343,2021-06-28,3090
Los Ríos,14,405835,2021-06-28,1523
Los Lagos,10,891440,2021-06-28,4486
Aysén,11,107297,2021-06-28,543
Magallanes,12,178362,2021-06-28,590
Arica y Parinacota,15,252110,2021-06-29,824
Tarapacá,01,382773,2021-06-29,1498
Antofagasta,02,691854,2021-06-29,5152
Atacama,03,314709,2021-06-29,1101
Coquimbo,04,836096,2021-06-29,1221
Valparaíso,05,1960170,2021-06-29,2854
Metropolitana,13,8125072,2021-06-29,9160
O’Higgins,06,991063,2021-06-29,1175
Maule,07,1131939,2021-06-29,1822
Ñuble,16,511551,2021-06-29,801
Biobío,08,1663696,2021-06-29,3189
Araucanía,09,1014343,2021-06-29,1374
Los Ríos,14,405835,2021-06-29,970
Los Lagos,10,891440,2021-06-29,2160
Aysén,11,107297,2021-06-29,233
Magallanes,12,178362,2021-06-29,435
Arica y Parinacota,15,252110,2021-06-30,660
Tarapacá,01,382773,2021-06-30,917
Antofagasta,02,691854,2021-06-30,907
Atacama,03,314709,2021-06-30,1535
Coquimbo,04,836096,2021-06-30,1420
Valparaíso,05,1960170,2021-06-30,2124
Metropolitana,13,8125072,2021-06-30,8238
O’Higgins,06,991063,2021-06-30,745
Maule,07,1131939,2021-06-30,893
Ñuble,16,511551,2021-06-30,493
Biobío,08,1663696,2021-06-30,2300
Araucanía,09,1014343,2021-06-30,1033
Los Ríos,14,405835,2021-06-30,484
Los Lagos,10,891440,2021-06-30,1110
Aysén,11,107297,2021-06-30,177
Magallanes,12,178362,2021-06-30,301
Arica y Parinacota,15,252110,2021-07-01,689
Tarapacá,01,382773,2021-07-01,1082
Antofagasta,02,691854,2021-07-01,2279
Atacama,03,314709,2021-07-01,729
Coquimbo,04,836096,2021-07-01,1150
Valparaíso,05,1960170,2021-07-01,3386
Metropolitana,13,8125072,2021-07-01,11110
O’Higgins,06,991063,2021-07-01,884
Maule,07,1131939,2021-07-01,1407
Ñuble,16,511551,2021-07-01,743
Biobío,08,1663696,2021-07-01,5723
Araucanía,09,1014343,2021-07-01,1360
Los Ríos,14,405835,2021-07-01,928
Los Lagos,10,891440,2021-07-01,1964
Aysén,11,107297,2021-07-01,350
Magallanes,12,178362,2021-07-01,260
Arica y Parinacota,15,252110,2021-07-02,1304
Tarapacá,01,382773,2021-07-02,1285
Antofagasta,02,691854,2021-07-02,2642
Atacama,03,314709,2021-07-02,781
Coquimbo,04,836096,2021-07-02,1695
Valparaíso,05,1960170,2021-07-02,6313
Metropolitana,13,8125072,2021-07-02,21711
O’Higgins,06,991063,2021-07-02,2948
Maule,07,1131939,2021-07-02,4078
Ñuble,16,511551,2021-07-02,1917
Biobío,08,1663696,2021-07-02,8275
Araucanía,09,1014343,2021-07-02,2913
Los Ríos,14,405835,2021-07-02,2565
Los Lagos,10,891440,2021-07-02,5239
Aysén,11,107297,2021-07-02,499
Magallanes,12,178362,2021-07-02,947
Arica y Parinacota,15,252110,2021-07-03,975
Tarapacá,01,382773,2021-07-03,1236
Antofagasta,02,691854,2021-07-03,2250
Atacama,03,314709,2021-07-03,2531
Coquimbo,04,836096,2021-07-03,2775
Valparaíso,05,1960170,2021-07-03,6690
Metropolitana,13,8125072,2021-07-03,21085
O’Higgins,06,991063,2021-07-03,2880
Maule,07,1131939,2021-07-03,4322
Ñuble,16,511551,2021-07-03,1696
Biobío,08,1663696,2021-07-03,7459
Araucanía,09,1014343,2021-07-03,3252
Los Ríos,14,405835,2021-07-03,2195
Los Lagos,10,891440,2021-07-03,5282
Aysén,11,107297,2021-07-03,481
Magallanes,12,178362,2021-07-03,1038
Arica y Parinacota,15,252110,2021-07-04,1042
Tarapacá,01,382773,2021-07-04,1348
Antofagasta,02,691854,2021-07-04,2712
Atacama,03,314709,2021-07-04,1636
Coquimbo,04,836096,2021-07-04,3695
Valparaíso,05,1960170,2021-07-04,6819
Metropolitana,13,8125072,2021-07-04,22425
O’Higgins,06,991063,2021-07-04,3107
Maule,07,1131939,2021-07-04,4094
Ñuble,16,511551,2021-07-04,1833
Biobío,08,1663696,2021-07-04,6883
Araucanía,09,1014343,2021-07-04,3389
Los Ríos,14,405835,2021-07-04,2197
Los Lagos,10,891440,2021-07-04,4492
Aysén,11,107297,2021-07-04,525
Magallanes,12,178362,2021-07-04,672
Arica y Parinacota,15,252110,2021-07-05,1076
Tarapacá,01,382773,2021-07-05,2886
Antofagasta,02,691854,2021-07-05,2850
Atacama,03,314709,2021-07-05,1468
Coquimbo,04,836096,2021-07-05,1518
Valparaíso,05,1960170,2021-07-05,4253
Metropolitana,13,8125072,2021-07-05,23501
O’Higgins,06,991063,2021-07-05,2078
Maule,07,1131939,2021-07-05,3337
Ñuble,16,511551,2021-07-05,1326
Biobío,08,1663696,2021-07-05,7183
Araucanía,09,1014343,2021-07-05,2777
Los Ríos,14,405835,2021-07-05,1543
Los Lagos,10,891440,2021-07-05,3709
Aysén,11,107297,2021-07-05,500
Magallanes,12,178362,2021-07-05,609
Arica y Parinacota,15,252110,2021-07-06,782
Tarapacá,01,382773,2021-07-06,1003
Antofagasta,02,691854,2021-07-06,4430
Atacama,03,314709,2021-07-06,1026
Coquimbo,04,836096,2021-07-06,1855
Valparaíso,05,1960170,2021-07-06,2501
Metropolitana,13,8125072,2021-07-06,11024
O’Higgins,06,991063,2021-07-06,1058
Maule,07,1131939,2021-07-06,1874
Ñuble,16,511551,2021-07-06,658
Biobío,08,1663696,2021-07-06,2885
Araucanía,09,1014343,2021-07-06,1525
Los Ríos,14,405835,2021-07-06,824
Los Lagos,10,891440,2021-07-06,1794
Aysén,11,107297,2021-07-06,119
Magallanes,12,178362,2021-07-06,499
Arica y Parinacota,15,252110,2021-07-07,512
Tarapacá,01,382773,2021-07-07,1072
Antofagasta,02,691854,2021-07-07,1550
Atacama,03,314709,2021-07-07,618
Coquimbo,04,836096,2021-07-07,1199
Valparaíso,05,1960170,2021-07-07,2922
Metropolitana,13,8125072,2021-07-07,12065
O’Higgins,06,991063,2021-07-07,959
Maule,07,1131939,2021-07-07,1168
Ñuble,16,511551,2021-07-07,581
Biobío,08,1663696,2021-07-07,3183
Araucanía,09,1014343,2021-07-07,1452
Los Ríos,14,405835,2021-07-07,719
Los Lagos,10,891440,2021-07-07,2160
Aysén,11,107297,2021-07-07,490
Magallanes,12,178362,2021-07-07,394
Arica y Parinacota,15,252110,2021-07-08,1196
Tarapacá,01,382773,2021-07-08,1931
Antofagasta,02,691854,2021-07-08,3529
Atacama,03,314709,2021-07-08,1659
Coquimbo,04,836096,2021-07-08,2651
Valparaíso,05,1960170,2021-07-08,6176
Metropolitana,13,8125072,2021-07-08,21191
O’Higgins,06,991063,2021-07-08,2295
Maule,07,1131939,2021-07-08,3504
Ñuble,16,511551,2021-07-08,1329
Biobío,08,1663696,2021-07-08,7691
Araucanía,09,1014343,2021-07-08,2337
Los Ríos,14,405835,2021-07-08,2219
Los Lagos,10,891440,2021-07-08,4572
Aysén,11,107297,2021-07-08,501
Magallanes,12,178362,2021-07-08,735
Arica y Parinacota,15,252110,2021-07-09,1486
Tarapacá,01,382773,2021-07-09,1459
Antofagasta,02,691854,2021-07-09,2472
Atacama,03,314709,2021-07-09,1916
Coquimbo,04,836096,2021-07-09,2476
Valparaíso,05,1960170,2021-07-09,6001
Metropolitana,13,8125072,2021-07-09,20520
O’Higgins,06,991063,2021-07-09,2654
Maule,07,1131939,2021-07-09,3193
Ñuble,16,511551,2021-07-09,1388
Biobío,08,1663696,2021-07-09,7169
Araucanía,09,1014343,2021-07-09,2996
Los Ríos,14,405835,2021-07-09,1862
Los Lagos,10,891440,2021-07-09,5101
Aysén,11,107297,2021-07-09,449
Magallanes,12,178362,2021-07-09,780
Arica y Parinacota,15,252110,2021-07-10,1033
Tarapacá,01,382773,2021-07-10,1159
Antofagasta,02,691854,2021-07-10,2241
Atacama,03,314709,2021-07-10,988
Coquimbo,04,836096,2021-07-10,2443
Valparaíso,05,1960170,2021-07-10,6159
Metropolitana,13,8125072,2021-07-10,19665
O’Higgins,06,991063,2021-07-10,2562
Maule,07,1131939,2021-07-10,3594
Ñuble,16,511551,2021-07-10,1494
Biobío,08,1663696,2021-07-10,7785
Araucanía,09,1014343,2021-07-10,3553
Los Ríos,14,405835,2021-07-10,1767
Los Lagos,10,891440,2021-07-10,4447
Aysén,11,107297,2021-07-10,562
Magallanes,12,178362,2021-07-10,871
Arica y Parinacota,15,252110,2021-07-11,985
Tarapacá,01,382773,2021-07-11,1449
Antofagasta,02,691854,2021-07-11,2865
Atacama,03,314709,2021-07-11,2520
Coquimbo,04,836096,2021-07-11,2188
Valparaíso,05,1960170,2021-07-11,5998
Metropolitana,13,8125072,2021-07-11,19871
O’Higgins,06,991063,2021-07-11,2652
Maule,07,1131939,2021-07-11,3752
Ñuble,16,511551,2021-07-11,1703
Biobío,08,1663696,2021-07-11,6766
Araucanía,09,1014343,2021-07-11,2890
Los Ríos,14,405835,2021-07-11,1763
Los Lagos,10,891440,2021-07-11,3952
Aysén,11,107297,2021-07-11,686
Magallanes,12,178362,2021-07-11,829
Arica y Parinacota,15,252110,2021-07-12,1571
Tarapacá,01,382773,2021-07-12,1844
Antofagasta,02,691854,2021-07-12,4485
Atacama,03,314709,2021-07-12,1258
Coquimbo,04,836096,2021-07-12,2579
Valparaíso,05,1960170,2021-07-12,4974
Metropolitana,13,8125072,2021-07-12,17925
O’Higgins,06,991063,2021-07-12,2210
Maule,07,1131939,2021-07-12,3131
Ñuble,16,511551,2021-07-12,1502
Biobío,08,1663696,2021-07-12,6349
Araucanía,09,1014343,2021-07-12,2889
Los Ríos,14,405835,2021-07-12,986
Los Lagos,10,891440,2021-07-12,3888
Aysén,11,107297,2021-07-12,443
Magallanes,12,178362,2021-07-12,420
Arica y Parinacota,15,252110,2021-07-13,759
Tarapacá,01,382773,2021-07-13,1359
Antofagasta,02,691854,2021-07-13,3996
Atacama,03,314709,2021-07-13,1649
Coquimbo,04,836096,2021-07-13,1254
Valparaíso,05,1960170,2021-07-13,2271
Metropolitana,13,8125072,2021-07-13,8798
O’Higgins,06,991063,2021-07-13,975
Maule,07,1131939,2021-07-13,884
Ñuble,16,511551,2021-07-13,593
Biobío,08,1663696,2021-07-13,2834
Araucanía,09,1014343,2021-07-13,1188
Los Ríos,14,405835,2021-07-13,776
Los Lagos,10,891440,2021-07-13,1937
Aysén,11,107297,2021-07-13,225
Magallanes,12,178362,2021-07-13,325
Arica y Parinacota,15,252110,2021-07-14,754
Tarapacá,01,382773,2021-07-14,1215
Antofagasta,02,691854,2021-07-14,1289
Atacama,03,314709,2021-07-14,484
Coquimbo,04,836096,2021-07-14,807
Valparaíso,05,1960170,2021-07-14,1862
Metropolitana,13,8125072,2021-07-14,9718
O’Higgins,06,991063,2021-07-14,709
Maule,07,1131939,2021-07-14,856
Ñuble,16,511551,2021-07-14,677
Biobío,08,1663696,2021-07-14,3634
Araucanía,09,1014343,2021-07-14,1354
Los Ríos,14,405835,2021-07-14,671
Los Lagos,10,891440,2021-07-14,1678
Aysén,11,107297,2021-07-14,222
Magallanes,12,178362,2021-07-14,439
Arica y Parinacota,15,252110,2021-07-15,1513
Tarapacá,01,382773,2021-07-15,1464
Antofagasta,02,691854,2021-07-15,3103
Atacama,03,314709,2021-07-15,2084
Coquimbo,04,836096,2021-07-15,2336
Valparaíso,05,1960170,2021-07-15,6193
Metropolitana,13,8125072,2021-07-15,20794
O’Higgins,06,991063,2021-07-15,2220
Maule,07,1131939,2021-07-15,3487
Ñuble,16,511551,2021-07-15,1405
Biobío,08,1663696,2021-07-15,8152
Araucanía,09,1014343,2021-07-15,2298
Los Ríos,14,405835,2021-07-15,2182
Los Lagos,10,891440,2021-07-15,4814
Aysén,11,107297,2021-07-15,569
Magallanes,12,178362,2021-07-15,743
Arica y Parinacota,15,252110,2021-07-16,1079
Tarapacá,01,382773,2021-07-16,1205
Antofagasta,02,691854,2021-07-16,2016
Atacama,03,314709,2021-07-16,1732
Coquimbo,04,836096,2021-07-16,2237
Valparaíso,05,1960170,2021-07-16,5627
Metropolitana,13,8125072,2021-07-16,19285
O’Higgins,06,991063,2021-07-16,3039
Maule,07,1131939,2021-07-16,3242
Ñuble,16,511551,2021-07-16,1603
Biobío,08,1663696,2021-07-16,6604
Araucanía,09,1014343,2021-07-16,2988
Los Ríos,14,405835,2021-07-16,1701
Los Lagos,10,891440,2021-07-16,4149
Aysén,11,107297,2021-07-16,581
Magallanes,12,178362,2021-07-16,577
Arica y Parinacota,15,252110,2021-07-17,875
Tarapacá,01,382773,2021-07-17,1304
Antofagasta,02,691854,2021-07-17,1924
Atacama,03,314709,2021-07-17,1529
Coquimbo,04,836096,2021-07-17,2253
Valparaíso,05,1960170,2021-07-17,5694
Metropolitana,13,8125072,2021-07-17,16655
O’Higgins,06,991063,2021-07-17,2222
Maule,07,1131939,2021-07-17,3552
Ñuble,16,511551,2021-07-17,1457
Biobío,08,1663696,2021-07-17,6710
Araucanía,09,1014343,2021-07-17,3075
Los Ríos,14,405835,2021-07-17,1962
Los Lagos,10,891440,2021-07-17,4234
Aysén,11,107297,2021-07-17,596
Magallanes,12,178362,2021-07-17,1106
Arica y Parinacota,15,252110,2021-07-18,1058
Tarapacá,01,382773,2021-07-18,1357
Antofagasta,02,691854,2021-07-18,2628
Atacama,03,314709,2021-07-18,1110
Coquimbo,04,836096,2021-07-18,2199
Valparaíso,05,1960170,2021-07-18,3827
Metropolitana,13,8125072,2021-07-18,14685
O’Higgins,06,991063,2021-07-18,2253
Maule,07,1131939,2021-07-18,3212
Ñuble,16,511551,2021-07-18,1256
Biobío,08,1663696,2021-07-18,7200
Araucanía,09,1014343,2021-07-18,2830
Los Ríos,14,405835,2021-07-18,1621
Los Lagos,10,891440,2021-07-18,3945
Aysén,11,107297,2021-07-18,287
Magallanes,12,178362,2021-07-18,670
Arica y Parinacota,15,252110,2021-07-19,898
Tarapacá,01,382773,2021-07-19,1434
Antofagasta,02,691854,2021-07-19,3074
Atacama,03,314709,2021-07-19,1889
Coquimbo,04,836096,2021-07-19,1249
Valparaíso,05,1960170,2021-07-19,2107
Metropolitana,13,8125072,2021-07-19,9314
O’Higgins,06,991063,2021-07-19,659
Maule,07,1131939,2021-07-19,1113
Ñuble,16,511551,2021-07-19,758
Biobío,08,1663696,2021-07-19,3529
Araucanía,09,1014343,2021-07-19,1483
Los Ríos,14,405835,2021-07-19,760
Los Lagos,10,891440,2021-07-19,1653
Aysén,11,107297,2021-07-19,181
Magallanes,12,178362,2021-07-19,511
Arica y Parinacota,15,252110,2021-07-20,501
Tarapacá,01,382773,2021-07-20,630
Antofagasta,02,691854,2021-07-20,4086
Atacama,03,314709,2021-07-20,447
Coquimbo,04,836096,2021-07-20,1055
Valparaíso,05,1960170,2021-07-20,2257
Metropolitana,13,8125072,2021-07-20,8300
O’Higgins,06,991063,2021-07-20,688
Maule,07,1131939,2021-07-20,852
Ñuble,16,511551,2021-07-20,720
Biobío,08,1663696,2021-07-20,2937
Araucanía,09,1014343,2021-07-20,1227
Los Ríos,14,405835,2021-07-20,702
Los Lagos,10,891440,2021-07-20,1284
Aysén,11,107297,2021-07-20,178
Magallanes,12,178362,2021-07-20,259
Arica y Parinacota,15,252110,2021-07-21,722
Tarapacá,01,382773,2021-07-21,972
Antofagasta,02,691854,2021-07-21,1358
Atacama,03,314709,2021-07-21,260
Coquimbo,04,836096,2021-07-21,975
Valparaíso,05,1960170,2021-07-21,1930
Metropolitana,13,8125072,2021-07-21,9877
O’Higgins,06,991063,2021-07-21,659
Maule,07,1131939,2021-07-21,846
Ñuble,16,511551,2021-07-21,776
Biobío,08,1663696,2021-07-21,3453
Araucanía,09,1014343,2021-07-21,1213
Los Ríos,14,405835,2021-07-21,689
Los Lagos,10,891440,2021-07-21,1726
Aysén,11,107297,2021-07-21,242
Magallanes,12,178362,2021-07-21,402
Arica y Parinacota,15,252110,2021-07-22,1109
Tarapacá,01,382773,2021-07-22,1942
Antofagasta,02,691854,2021-07-22,3439
Atacama,03,314709,2021-07-22,2135
Coquimbo,04,836096,2021-07-22,2495
Valparaíso,05,1960170,2021-07-22,6316
Metropolitana,13,8125072,2021-07-22,18634
O’Higgins,06,991063,2021-07-22,2232
Maule,07,1131939,2021-07-22,3140
Ñuble,16,511551,2021-07-22,1658
Biobío,08,1663696,2021-07-22,7893
Araucanía,09,1014343,2021-07-22,2395
Los Ríos,14,405835,2021-07-22,2271
Los Lagos,10,891440,2021-07-22,4470
Aysén,11,107297,2021-07-22,470
Magallanes,12,178362,2021-07-22,674
Arica y Parinacota,15,252110,2021-07-23,1213
Tarapacá,01,382773,2021-07-23,1123
Antofagasta,02,691854,2021-07-23,2045
Atacama,03,314709,2021-07-23,1656
Coquimbo,04,836096,2021-07-23,2368
Valparaíso,05,1960170,2021-07-23,5303
Metropolitana,13,8125072,2021-07-23,17580
O’Higgins,06,991063,2021-07-23,2454
Maule,07,1131939,2021-07-23,3363
Ñuble,16,511551,2021-07-23,1411
Biobío,08,1663696,2021-07-23,6849
Araucanía,09,1014343,2021-07-23,2911
Los Ríos,14,405835,2021-07-23,1783
Los Lagos,10,891440,2021-07-23,4218
Aysén,11,107297,2021-07-23,466
Magallanes,12,178362,2021-07-23,641
Arica y Parinacota,15,252110,2021-07-24,768
Tarapacá,01,382773,2021-07-24,1244
Antofagasta,02,691854,2021-07-24,2136
Atacama,03,314709,2021-07-24,1658
Coquimbo,04,836096,2021-07-24,2556
Valparaíso,05,1960170,2021-07-24,4996
Metropolitana,13,8125072,2021-07-24,17494
O’Higgins,06,991063,2021-07-24,2594
Maule,07,1131939,2021-07-24,3762
Ñuble,16,511551,2021-07-24,1377
Biobío,08,1663696,2021-07-24,6273
Araucanía,09,1014343,2021-07-24,2734
Los Ríos,14,405835,2021-07-24,1994
Los Lagos,10,891440,2021-07-24,4264
Aysén,11,107297,2021-07-24,498
Magallanes,12,178362,2021-07-24,906
Arica y Parinacota,15,252110,2021-07-25,1373
Tarapacá,01,382773,2021-07-25,1453
Antofagasta,02,691854,2021-07-25,2324
Atacama,03,314709,2021-07-25,2274
